"","ExperimentName","Subject","Block","ListNum","cue_target","Jol_Response","cue_prompt","recall_response","Scored_Response","Direction","jolbin"
"6141","T_JOL B",38,2,54,"Choice - Decision",60,"Choice - ?","",0,"S",10
"6151","T_JOL B",38,2,55,"Shoe - Foot",40,"Shoe - ?","",0,"S",10
"6161","T_JOL B",38,2,57,"Lettuce - Salad",40,"Lettuce - ?","salad",1,"S",10
"6171","T_JOL B",38,2,58,"Honey - Bee",50,"Honey - ?","bee",1,"S",10
"6181","T_JOL B",38,2,59,"Baby - Child",80,"Baby - ?","child",1,"S",10
"6191","T_JOL B",38,2,60,"Circle - Round",80,"Circle - ?","round",1,"S",10
"62214","T_JOL B",38,2,63,"Park - Hungry",10,"Park - ?","baseball",0,"U",10
"62312","T_JOL B",38,2,64,"Lift - Woman",10,"Lift - ?","",0,"U",10
"62612","T_JOL B",38,2,67,"Death - Business",10,"Death - ?","die",0,"U",10
"62812","T_JOL B",38,2,69,"Artery - Bronze",10,"Artery - ?","kidney",0,"U",10
"62912","T_JOL B",38,2,70,"Fix - Hand",10,"Fix - ?","",0,"U",10
"63116","T_JOL B",38,2,72,"Happy - Car",10,"Happy - ?","",0,"U",10
"63412","T_JOL B",38,2,75,"Strong - Accident",10,"Strong - ?","",0,"U",10
"63512","T_JOL B",38,2,76,"Sugar - Riddle",10,"Sugar - ?","sweet",0,"U",10
"63612","T_JOL B",38,2,77,"Valley - Add",10,"Valley - ?","",0,"U",10
"63912","T_JOL B",38,2,80,"King - Vase",10,"King - ?","palace",0,"U",10
"6401","T_JOL B",38,2,NA,"Past - Future",60,"Meaning - ?","",NA,"S",10
"6801","T_JOL C",39,1,40,"Hammer - Chisel",0,"Hammer - ?","",0,"S",10
"6811","T_JOL C",39,1,41,"Assignment - Due",100,"Assignment - ?","due",1,"S",10
"6821","T_JOL C",39,1,42,"Amount - Number",90,"Amount - ?","number",1,"S",10
"6831","T_JOL C",39,1,43,"Site - Location",40,"Site - ?","position",0,"S",10
"6841","T_JOL C",39,1,44,"Waste - Dump",60,"Waste - ?","dump",1,"S",10
"6851","T_JOL C",39,1,45,"Jury - Trial",70,"Jury - ?","law",0,"S",10
"6861","T_JOL C",39,1,46,"Design - Architecture",0,"Design - ?","architecture",1,"S",10
"6871","T_JOL C",39,1,47,"Bar - Grill",80,"Bar - ?","",0,"S",10
"6881","T_JOL C",39,1,48,"Liver - Kidney",60,"Liver - ?","kidney",1,"S",10
"6891","T_JOL C",39,1,49,"End - Begin",90,"End - ?","begin",1,"S",10
"6901","T_JOL C",39,1,50,"Wind - Blow",25,"Wind - ?","blow",1,"S",10
"6911","T_JOL C",39,1,51,"Soda - Pop",80,"Soda - ?","pop",1,"S",10
"6921","T_JOL C",39,1,52,"Cheese - Wine",0,"Cheese - ?","wine",1,"S",10
"6931","T_JOL C",39,1,53,"Toilet - Bathroom",90,"Toilet - ?","bathroom",1,"S",10
"6941","T_JOL C",39,1,54,"Decision - Choice",60,"Decision - ?","",0,"S",10
"6951","T_JOL C",39,1,55,"Foot - Shoe",100,"Foot - ?","shoe",1,"S",10
"6961","T_JOL C",39,1,56,"Future - Past",70,"Future - ?","present",0,"S",10
"6971","T_JOL C",39,1,57,"Salad - Lettuce",100,"Salad - ?","lettice",1,"S",10
"6981","T_JOL C",39,1,58,"Bee - Honey",100,"Bee - ?","bug",0,"S",10
"6991","T_JOL C",39,1,59,"Child - Baby",80,"Child - ?","",0,"S",10
"7001","T_JOL C",39,1,60,"Round - Circle",100,"Round - ?","circle",1,"S",10
"74312","T_JOL C",39,2,23,"Tie - Shoelace",10,"Tie - ?","attire",0,"B",10
"7611","T_JOL C",39,2,41,"Shave - Razor",40,"Shave - ?","razor",1,"S",10
"7621","T_JOL C",39,2,42,"Equal - Rights",0,"Equal - ?","rights",1,"S",10
"7631","T_JOL C",39,2,43,"Jar - Mason",0,"Jar - ?","jam",0,"S",10
"7641","T_JOL C",39,2,44,"Wax - Candle",100,"Wax - ?","floor",0,"S",10
"7651","T_JOL C",39,2,45,"Bracelet - Wrist",30,"Bracelet - ?","wrist",1,"S",10
"7661","T_JOL C",39,2,46,"Carbon - Element",100,"Carbon - ?","element",1,"S",10
"7671","T_JOL C",39,2,47,"Away - Gone",60,"Away - ?","gone",1,"S",10
"7681","T_JOL C",39,2,48,"Drink - Water",100,"Drink - ?","sip",0,"S",10
"7691","T_JOL C",39,2,49,"Ground - Earth",50,"Ground - ?","earth",1,"S",10
"7701","T_JOL C",39,2,50,"Lonely - Alone",70,"Lonely - ?","alone",1,"S",10
"7711","T_JOL C",39,2,51,"Seatbelt - Safety",0,"Seatbelt - ?","safety",1,"S",10
"7721","T_JOL C",39,2,52,"Lie - Truth",50,"Lie - ?","truthful",0,"S",10
"7731","T_JOL C",39,2,53,"Communication - Phone",90,"Communication - ?","phone",1,"S",10
"7741","T_JOL C",39,2,54,"Reel - Rod",0,"Reel - ?","",0,"S",10
"7751","T_JOL C",39,2,55,"Tick - Flea",50,"Tick - ?","hornet",0,"S",10
"7761","T_JOL C",39,2,56,"Noise - Loud",100,"Noise - ?","lound",1,"S",10
"7771","T_JOL C",39,2,57,"Have - Own",80,"Have - ?","obtain",0,"S",10
"7781","T_JOL C",39,2,58,"Temper - Tantrum",0,"Temper - ?","",0,"S",10
"7921","T_JOL C",39,2,72,"Wet - Dry",100,"Wet - ?","dry",1,"S",10
"8411","T_JOL D",40,1,41,"Shave - Razor",89,"Shave - ?","razor",1,"S",10
"8421","T_JOL D",40,1,42,"Equal - Rights",56,"Equal - ?","",0,"S",10
"8431","T_JOL D",40,1,43,"Jar - Mason",99,"Jar - ?","mason",1,"S",10
"8441","T_JOL D",40,1,44,"Wax - Candle",57,"Wax - ?","candel",1,"S",10
"8451","T_JOL D",40,1,45,"Bracelet - Wrist",78,"Bracelet - ?","wrist",1,"S",10
"8461","T_JOL D",40,1,46,"Carbon - Element",NA,"Carbon - ?","element",1,"S",10
"8471","T_JOL D",40,1,47,"Away - Gone",34,"Away - ?","",0,"S",10
"8481","T_JOL D",40,1,48,"Drink - Water",99,"Drink - ?","water",1,"S",10
"8491","T_JOL D",40,1,49,"Ground - Earth",66,"Ground - ?","earth",1,"S",10
"8501","T_JOL D",40,1,50,"Lonely - Alone",34,"Lonely - ?","alone",1,"S",10
"8511","T_JOL D",40,1,51,"Seatbelt - Safety",77,"Seatbelt - ?","safety",1,"S",10
"8521","T_JOL D",40,1,52,"Lie - Truth",68,"Lie - ?","deseat",0,"S",10
"8531","T_JOL D",40,1,53,"Communication - Phone",78,"Communication - ?","",0,"S",10
"8541","T_JOL D",40,1,54,"Reel - Rod",66,"Reel - ?","rod",1,"S",10
"8551","T_JOL D",40,1,55,"Tick - Flea",87,"Tick - ?","flea",1,"S",10
"8561","T_JOL D",40,1,56,"Noise - Loud",65,"Noise - ?","loud",1,"S",10
"8571","T_JOL D",40,1,57,"Have - Own",23,"Have - ?","got",0,"S",10
"8581","T_JOL D",40,1,58,"Temper - Tantrum",88,"Temper - ?","children",0,"S",10
"8591","T_JOL D",40,1,59,"Tan - Sun",89,"Tan - ?","sun",1,"S",10
"8721","T_JOL D",40,1,72,"Wet - Dry",89,"Wet - ?","dry",1,"S",10
"9201","T_JOL D",40,2,40,"Hammer - Chisel",45,"Hammer - ?","",0,"S",10
"92112","T_JOL D",40,2,41,"Assignment - Due",45,"Assignment - ?","essay",0,"S",10
"9221","T_JOL D",40,2,42,"Amount - Number",45,"Amount - ?","",0,"S",10
"9231","T_JOL D",40,2,43,"Site - Location",67,"Site - ?","landscape",0,"S",10
"9241","T_JOL D",40,2,44,"Waste - Dump",67,"Waste - ?","trash",0,"S",10
"9251","T_JOL D",40,2,45,"Jury - Trial",78,"Jury - ?","law",0,"S",10
"9261","T_JOL D",40,2,46,"Design - Architecture",34,"Design - ?","archetexture",1,"S",10
"9271","T_JOL D",40,2,47,"Bar - Grill",87,"Bar - ?","drink",0,"S",10
"9281","T_JOL D",40,2,48,"Liver - Kidney",45,"Liver - ?","kidney",1,"S",10
"9291","T_JOL D",40,2,49,"End - Begin",100,"End - ?","",0,"S",10
"9301","T_JOL D",40,2,50,"Wind - Blow",77,"Wind - ?","blow",1,"S",10
"93113","T_JOL D",40,2,51,"Soda - Pop",100,"Soda - ?","pop",1,"S",10
"9321","T_JOL D",40,2,52,"Cheese - Wine",46,"Cheese - ?","wine",1,"S",10
"9331","T_JOL D",40,2,53,"Toilet - Bathroom",76,"Toilet - ?","bowl",0,"S",10
"9341","T_JOL D",40,2,54,"Decision - Choice",56,"Decision - ?","",0,"S",10
"9351","T_JOL D",40,2,55,"Foot - Shoe",99,"Foot - ?","",0,"S",10
"9361","T_JOL D",40,2,56,"Future - Past",76,"Future - ?","",0,"S",10
"9371","T_JOL D",40,2,57,"Salad - Lettuce",34,"Salad - ?","lettuce",1,"S",10
"9381","T_JOL D",40,2,58,"Bee - Honey",67,"Bee - ?","",0,"S",10
"9391","T_JOL D",40,2,59,"Child - Baby",45,"Child - ?","",0,"S",10
"100113","T_JOL C",43,1,41,"Assignment - Due",100,"Assignment - ?","due",1,"S",10
"10021","T_JOL C",43,1,42,"Amount - Number",90,"Amount - ?","money",0,"S",10
"10031","T_JOL C",43,1,43,"Site - Location",80,"Site - ?","visit",0,"S",10
"10041","T_JOL C",43,1,44,"Waste - Dump",100,"Waste - ?","",0,"S",10
"10051","T_JOL C",43,1,45,"Jury - Trial",90,"Jury - ?","",0,"S",10
"10061","T_JOL C",43,1,46,"Design - Architecture",90,"Design - ?","architecture",1,"S",10
"10071","T_JOL C",43,1,47,"Bar - Grill",87,"Bar - ?","",0,"S",10
"10081","T_JOL C",43,1,48,"Liver - Kidney",75,"Liver - ?","organ",0,"S",10
"10091","T_JOL C",43,1,49,"End - Begin",89,"End - ?","",0,"S",10
"10101","T_JOL C",43,1,50,"Wind - Blow",90,"Wind - ?","air",0,"S",10
"101113","T_JOL C",43,1,51,"Soda - Pop",90,"Soda - ?","coke",0,"S",10
"10121","T_JOL C",43,1,52,"Cheese - Wine",65,"Cheese - ?","",0,"S",10
"10131","T_JOL C",43,1,53,"Toilet - Bathroom",100,"Toilet - ?","bathroom",1,"S",10
"10141","T_JOL C",43,1,54,"Decision - Choice",77,"Decision - ?","wise",0,"S",10
"10151","T_JOL C",43,1,55,"Foot - Shoe",90,"Foot - ?","hand",0,"S",10
"10161","T_JOL C",43,1,56,"Future - Past",50,"Future - ?","past",1,"S",10
"10171","T_JOL C",43,1,57,"Salad - Lettuce",100,"Salad - ?","lettuce",1,"S",10
"10181","T_JOL C",43,1,58,"Bee - Honey",100,"Bee - ?","honey",1,"S",10
"10191","T_JOL C",43,1,59,"Child - Baby",90,"Child - ?","play",0,"S",10
"10201","T_JOL C",43,1,60,"Round - Circle",100,"Round - ?","circle",1,"S",10
"102312","T_JOL C",43,1,63,"Hungry - Park",10,"Hungry - ?","snickers",0,"U",10
"102712","T_JOL C",43,1,67,"Business - Death",10,"Business - ?","death",1,"U",10
"102912","T_JOL C",43,1,69,"Bronze - Artery",10,"Bronze - ?","",0,"U",10
"103412","T_JOL C",43,1,74,"Lion - Art",10,"Lion - ?","cave",0,"U",10
"103812","T_JOL C",43,1,78,"Would - Cash",10,"Would - ?","",0,"U",10
"104512","T_JOL C",43,2,5,"Actress - Star",10,"Actress - ?","",0,"F",10
"108113","T_JOL C",43,2,41,"Shave - Razor",100,"Shave - ?","razor",1,"S",10
"10821","T_JOL C",43,2,42,"Equal - Rights",90,"Equal - ?","rights",1,"S",10
"10831","T_JOL C",43,2,43,"Jar - Mason",0,"Jar - ?","",0,"S",10
"10841","T_JOL C",43,2,44,"Wax - Candle",90,"Wax - ?","candle",1,"S",10
"10851","T_JOL C",43,2,45,"Bracelet - Wrist",65,"Bracelet - ?","",0,"S",10
"10861","T_JOL C",43,2,46,"Carbon - Element",45,"Carbon - ?","element",1,"S",10
"10871","T_JOL C",43,2,47,"Away - Gone",78,"Away - ?","far",0,"S",10
"10881","T_JOL C",43,2,48,"Drink - Water",90,"Drink - ?","water",1,"S",10
"10891","T_JOL C",43,2,49,"Ground - Earth",60,"Ground - ?","",0,"S",10
"10901","T_JOL C",43,2,50,"Lonely - Alone",90,"Lonely - ?","alone",1,"S",10
"109113","T_JOL C",43,2,51,"Seatbelt - Safety",70,"Seatbelt - ?","car",0,"S",10
"10921","T_JOL C",43,2,52,"Lie - Truth",95,"Lie - ?","truth",1,"S",10
"10931","T_JOL C",43,2,53,"Communication - Phone",90,"Communication - ?","phone",1,"S",10
"10941","T_JOL C",43,2,54,"Reel - Rod",25,"Reel - ?","",0,"S",10
"10951","T_JOL C",43,2,55,"Tick - Flea",10,"Tick - ?","tok",0,"S",10
"10961","T_JOL C",43,2,56,"Noise - Loud",40,"Noise - ?","",0,"S",10
"10971","T_JOL C",43,2,57,"Have - Own",10,"Have - ?","",0,"S",10
"10981","T_JOL C",43,2,58,"Temper - Tantrum",0,"Temper - ?","anger",0,"S",10
"111112","T_JOL C",43,2,71,"Clear - Moat",10,"Clear - ?","weather",0,"U",10
"11121","T_JOL C",43,2,72,"Wet - Dry",80,"Wet - ?","dry",1,"S",10
"111512","T_JOL C",43,2,75,"Toil - Lease",10,"Toil - ?","",0,"U",10
"116112","T_JOL D",44,1,41,"Shave - Razor",45,"Shave - ?","razor",1,"S",10
"11621","T_JOL D",44,1,42,"Equal - Rights",70,"Equal - ?","",0,"S",10
"11631","T_JOL D",44,1,43,"Jar - Mason",89,"Jar - ?","mason",1,"S",10
"11641","T_JOL D",44,1,44,"Wax - Candle",34,"Wax - ?","candel",1,"S",10
"11651","T_JOL D",44,1,45,"Bracelet - Wrist",15,"Bracelet - ?","wrist",1,"S",10
"11661","T_JOL D",44,1,46,"Carbon - Element",44,"Carbon - ?","",0,"S",10
"11671","T_JOL D",44,1,47,"Away - Gone",72,"Away - ?","gone",1,"S",10
"11681","T_JOL D",44,1,48,"Drink - Water",67,"Drink - ?","water",1,"S",10
"11691","T_JOL D",44,1,49,"Ground - Earth",45,"Ground - ?","earth",1,"S",10
"11701","T_JOL D",44,1,50,"Lonely - Alone",10,"Lonely - ?","alone",1,"S",10
"117112","T_JOL D",44,1,51,"Seatbelt - Safety",87,"Seatbelt - ?","saftey",1,"S",10
"11721","T_JOL D",44,1,52,"Lie - Truth",67,"Lie - ?","truth",1,"S",10
"11731","T_JOL D",44,1,53,"Communication - Phone",88,"Communication - ?","phone",1,"S",10
"11741","T_JOL D",44,1,54,"Reel - Rod",80,"Reel - ?","rod",1,"S",10
"11751","T_JOL D",44,1,55,"Tick - Flea",45,"Tick - ?","flea",1,"S",10
"11761","T_JOL D",44,1,56,"Noise - Loud",100,"Noise - ?","loud",1,"S",10
"11771","T_JOL D",44,1,57,"Have - Own",75,"Have - ?","gave",0,"S",10
"11781","T_JOL D",44,1,58,"Temper - Tantrum",89,"Temper - ?","tantru",1,"S",10
"11791","T_JOL D",44,1,59,"Tan - Sun",76,"Tan - ?","sun",1,"S",10
"118212","T_JOL D",44,1,62,"Election - Maze",10,"Election - ?","",0,"U",10
"11921","T_JOL D",44,1,72,"Wet - Dry",68,"Wet - ?","water",0,"S",10
"12401","T_JOL D",44,2,40,"Hammer - Chisel",65,"Hammer - ?","chisel",1,"S",10
"12411","T_JOL D",44,2,41,"Assignment - Due",89,"Assignment - ?","due",1,"S",10
"12421","T_JOL D",44,2,42,"Amount - Number",45,"Amount - ?","money",0,"S",10
"12431","T_JOL D",44,2,43,"Site - Location",46,"Site - ?","work",0,"S",10
"12441","T_JOL D",44,2,44,"Waste - Dump",56,"Waste - ?","trash",0,"S",10
"12451","T_JOL D",44,2,45,"Jury - Trial",76,"Jury - ?","trial",1,"S",10
"12461","T_JOL D",44,2,46,"Design - Architecture",34,"Design - ?","",0,"S",10
"12471","T_JOL D",44,2,47,"Bar - Grill",98,"Bar - ?","grill",1,"S",10
"12481","T_JOL D",44,2,48,"Liver - Kidney",87,"Liver - ?","kidney",1,"S",10
"12491","T_JOL D",44,2,49,"End - Begin",89,"End - ?","over",0,"S",10
"12501","T_JOL D",44,2,50,"Wind - Blow",78,"Wind - ?","blow",0,"S",10
"12511","T_JOL D",44,2,51,"Soda - Pop",78,"Soda - ?","pop",1,"S",10
"12521","T_JOL D",44,2,52,"Cheese - Wine",26,"Cheese - ?","wine",1,"S",10
"12531","T_JOL D",44,2,53,"Toilet - Bathroom",45,"Toilet - ?","bathroom",1,"S",10
"12541","T_JOL D",44,2,54,"Decision - Choice",34,"Decision - ?","agreement",0,"S",10
"12551","T_JOL D",44,2,55,"Foot - Shoe",43,"Foot - ?","shoe",1,"S",10
"12561","T_JOL D",44,2,56,"Future - Past",64,"Future - ?","past",1,"S",10
"12571","T_JOL D",44,2,57,"Salad - Lettuce",34,"Salad - ?","lettuce",1,"S",10
"12581","T_JOL D",44,2,58,"Bee - Honey",56,"Bee - ?","sting",0,"S",10
"12591","T_JOL D",44,2,59,"Child - Baby",32,"Child - ?","play",0,"S",10
"130512","T_JOL B",46,1,25,"Star - Actress",10,"Star - ?","actress",1,"B",10
"130912","T_JOL B",46,1,29,"Fruit - Strawberry",10,"Fruit - ?","strawberry",1,"B",10
"131912","T_JOL B",46,1,39,"Sleep - Nap",10,"Sleep - ?","nap",1,"B",10
"13211","T_JOL B",46,1,41,"Razor - Shave",100,"Razor - ?","shave",1,"S",10
"13221","T_JOL B",46,1,42,"Rights - Equal",0,"Rights - ?","equal",1,"S",10
"13231","T_JOL B",46,1,43,"Mason - Jar",NA,"Mason - ?","jar",1,"S",10
"13241","T_JOL B",46,1,44,"Candle - Wax",100,"Candle - ?","wax",1,"S",10
"13251","T_JOL B",46,1,45,"Wrist - Bracelet",100,"Wrist - ?","watchk",0,"S",10
"13261","T_JOL B",46,1,46,"Element - Carbon",100,"Element - ?","carbon",1,"S",10
"13271","T_JOL B",46,1,47,"Gone - Away",95,"Gone - ?","away",1,"S",10
"13281","T_JOL B",46,1,48,"Water - Drink",100,"Water","drink",1,"S",10
"13291","T_JOL B",46,1,49,"Earth - Ground",100,"Earth - ?","ground",1,"S",10
"13301","T_JOL B",46,1,50,"Alone - Lonely",100,"Alone - ?","lonely",1,"S",10
"13311","T_JOL B",46,1,51,"Dry - Wet",100,"Dry - ?","wet",1,"S",10
"13321","T_JOL B",46,1,52,"Safety - Seatbelt",100,"Safety - ?","seatbelt",1,"S",10
"13331","T_JOL B",46,1,53,"Truth - Lie",100,"Truth - ?","lie",1,"S",10
"13341","T_JOL B",46,1,54,"Phone - Communication",50,"Phone - ?","communication",1,"S",10
"13351","T_JOL B",46,1,55,"Rod - Reel",0,"Rod - ?","reel",1,"S",10
"13361","T_JOL B",46,1,56,"Flea - Tick",100,"Flea - ?","tick",1,"S",10
"13371","T_JOL B",46,1,57,"Loud - Noise",100,"Loud - ?","noise",1,"S",10
"13381","T_JOL B",46,1,58,"Own - Have",0,"Own - ?","have",1,"S",10
"13391","T_JOL B",46,1,59,"Tantrum - Temper",30,"Tantrum - ?","temper",1,"S",10
"13401","T_JOL B",46,1,60,"Sun - Tan",100,"Sun - ?","tan",1,"S",10
"134512","T_JOL B",46,1,65,"Meat - Obtain",10,"Meat - ?","",0,"U",10
"134612","T_JOL B",46,1,66,"Crackle - Able",10,"Crackle - ?","",0,"U",10
"135012","T_JOL B",46,1,70,"Cake - Clothes",10,"Cake - ?","clothes",1,"U",10
"135412","T_JOL B",46,1,74,"Lease - Toil",10,"Lease - ?","l",0,"U",10
"135512","T_JOL B",46,1,75,"Loan - Sign",10,"Loan - ?","",0,"U",10
"135712","T_JOL B",46,1,77,"Temperature - Morning",10,"Temperature - ?","morning",1,"U",10
"14011","T_JOL B",46,2,41,"Due - Assignment",5,"Due - ?","assignment",1,"S",10
"14021","T_JOL B",46,2,42,"Number - Amount",50,"Number - ?","amount",1,"S",10
"14031","T_JOL B",46,2,43,"Location - Site",95,"Location - ?","site",1,"S",10
"14041","T_JOL B",46,2,44,"Dump - Waste",100,"Dump - ?","waste",1,"S",10
"14051","T_JOL B",46,2,45,"Trial - Jury",100,"Trial - ?","jury",1,"S",10
"14061","T_JOL B",46,2,46,"Architecture - Design",45,"Architecture - ?","design",1,"S",10
"14071","T_JOL B",46,2,47,"Grill -Bar",100,"Grill - ?","bar",1,"S",10
"14081","T_JOL B",46,2,48,"Kidney - Liver",25,"Kidney - ?","liver",1,"S",10
"14091","T_JOL B",46,2,49,"Begin - End",100,"Begin - ?","end",1,"S",10
"14101","T_JOL B",46,2,50,"Blow - Wind",75,"Blow - ?","wind",1,"S",10
"14111","T_JOL B",46,2,51,"Pop - Soda",100,"Pop - ?","soda",1,"S",10
"14121","T_JOL B",46,2,52,"Wine - Cheese",100,"Wine - ?","cheese",1,"S",10
"14131","T_JOL B",46,2,53,"Bathroom - Toilet",100,"Bathroom - ?","toilet",1,"S",10
"14141","T_JOL B",46,2,54,"Choice - Decision",100,"Choice - ?","decision",1,"S",10
"14151","T_JOL B",46,2,55,"Shoe - Foot",100,"Shoe - ?","foor",0,"S",10
"14161","T_JOL B",46,2,56,"Past - Future",NA,"Meaning - ?","",NA,"S",10
"14171","T_JOL B",46,2,57,"Lettuce - Salad",95,"Lettuce - ?","salad",1,"S",10
"14181","T_JOL B",46,2,58,"Honey - Bee",100,"Honey - ?","bee",1,"S",10
"14191","T_JOL B",46,2,59,"Baby - Child",25,"Baby - ?","child",1,"S",10
"14201","T_JOL B",46,2,60,"Circle - Round",100,"Circle - ?","round",1,"S",10
"142214","T_JOL B",46,2,62,"Dietary - Sacking",10,"Dietary - ?","",0,"U",10
"142712","T_JOL B",46,2,67,"Death - Business",10,"Death - ?","business",1,"U",10
"142812","T_JOL B",46,2,68,"Debate - Sight",10,"Debate - ?","",0,"U",10
"14311","T_JOL B",46,2,71,"Machine - Position",23,"Machine - ?","position",1,"S",10
"143712","T_JOL B",46,2,77,"Valley - Add",10,"Valley - ?","",0,"U",10
"143812","T_JOL B",46,2,78,"Cash - Would",10,"Cash - ?","would",1,"U",10
"143912","T_JOL B",46,2,79,"Hide - Sick",10,"Hide - ?","sick",1,"U",10
"144012","T_JOL B",46,2,80,"King - Vase",10,"King - ?","",0,"U",10
"14811","T_JOL C",47,1,41,"Assignment - Due",90,"Assignment - ?","due",1,"S",10
"14821","T_JOL C",47,1,42,"Amount - Number",50,"Amount - ?","add",0,"S",10
"14831","T_JOL C",47,1,43,"Site - Location",100,"Site - ?","place",0,"S",10
"14841","T_JOL C",47,1,44,"Waste - Dump",79,"Waste - ?","dump",1,"S",10
"14851","T_JOL C",47,1,45,"Jury - Trial",100,"Jury - ?","attorney",0,"S",10
"14861","T_JOL C",47,1,46,"Design - Architecture",NA,"Design - ?","create",0,"S",10
"14871","T_JOL C",47,1,47,"Bar - Grill",75,"Bar - ?","grill",1,"S",10
"14881","T_JOL C",47,1,48,"Liver - Kidney",109,"Liver - ?","",0,"S",10
"14891","T_JOL C",47,1,49,"End - Begin",50,"End - ?","",0,"S",10
"14901","T_JOL C",47,1,50,"Wind - Blow",0,"Wind - ?","blow",1,"S",10
"14911","T_JOL C",47,1,51,"Soda - Pop",100,"Soda - ?","pop",1,"S",10
"14921","T_JOL C",47,1,52,"Cheese - Wine",8,"Cheese - ?","grate",0,"S",10
"14931","T_JOL C",47,1,53,"Toilet - Bathroom",80,"Toilet - ?","",0,"S",10
"14941","T_JOL C",47,1,54,"Decision - Choice",100,"Decision - ?","choice",1,"S",10
"14951","T_JOL C",47,1,55,"Foot - Shoe",9,"Foot - ?","",0,"S",10
"14961","T_JOL C",47,1,56,"Future - Past",40,"Future - ?","",0,"S",10
"14971","T_JOL C",47,1,57,"Salad - Lettuce",100,"Salad - ?","",0,"S",10
"14981","T_JOL C",47,1,58,"Bee - Honey",100,"Bee - ?","honet",1,"S",10
"14991","T_JOL C",47,1,59,"Child - Baby",50,"Child - ?","baby",1,"S",10
"15001","T_JOL C",47,1,60,"Round - Circle",100,"Round - ?","circle",1,"S",10
"15111","T_JOL C",47,1,71,"Position - Machine",30,"Position - ?","",0,"S",10
"15611","T_JOL C",47,2,41,"Shave - Razor",70,"Shave - ?","",0,"S",10
"15621","T_JOL C",47,2,42,"Equal - Rights",60,"Equal - ?","",0,"S",10
"15631","T_JOL C",47,2,43,"Jar - Mason",60,"Jar - ?","",0,"S",10
"15641","T_JOL C",47,2,44,"Wax - Candle",70,"Wax - ?","candle",1,"S",10
"15651","T_JOL C",47,2,45,"Bracelet - Wrist",20,"Bracelet - ?","wrist",1,"S",10
"15661","T_JOL C",47,2,46,"Carbon - Element",20,"Carbon - ?","element",1,"S",10
"15671","T_JOL C",47,2,47,"Away - Gone",80,"Away - ?","gone",1,"S",10
"15681","T_JOL C",47,2,48,"Drink - Water",20,"Drink - ?","",0,"S",10
"15691","T_JOL C",47,2,49,"Ground - Earth",70,"Ground - ?","",0,"S",10
"15701","T_JOL C",47,2,50,"Lonely - Alone",90,"Lonely - ?","lone",1,"S",10
"15711","T_JOL C",47,2,51,"Seatbelt - Safety",50,"Seatbelt - ?","safety",1,"S",10
"15721","T_JOL C",47,2,52,"Lie - Truth",NA,"Lie - ?","deciet",0,"S",10
"15731","T_JOL C",47,2,53,"Communication - Phone",NA,"Communication - ?","",0,"S",10
"15741","T_JOL C",47,2,54,"Reel - Rod",0,"Reel - ?","",0,"S",10
"15751","T_JOL C",47,2,55,"Tick - Flea",90,"Tick - ?","flea",1,"S",10
"15761","T_JOL C",47,2,56,"Noise - Loud",70,"Noise - ?","loud",1,"S",10
"15771","T_JOL C",47,2,57,"Have - Own",3,"Have - ?","",0,"S",10
"15781","T_JOL C",47,2,58,"Temper - Tantrum",80,"Temper - ?","tantrum",1,"S",10
"15791","T_JOL C",47,2,59,"Tan - Sun",40,"Tan - ?","",0,"S",10
"15921","T_JOL C",47,2,72,"Wet - Dry",70,"Wet - ?","water",0,"S",10
"162012","T_JOL D",48,1,20,"Brawl - Fight",10,"Brawl - ?","",0,"F",10
"164113","T_JOL D",48,1,41,"Shave - Razor",50,"Shave - ?","",0,"S",10
"16421","T_JOL D",48,1,42,"Equal - Rights",50,"Equal - ?","",0,"S",10
"16431","T_JOL D",48,1,43,"Jar - Mason",75,"Jar - ?","JELLY",0,"S",10
"16441","T_JOL D",48,1,44,"Wax - Candle",100,"Wax - ?","CANDLE",1,"S",10
"16451","T_JOL D",48,1,45,"Bracelet - Wrist",75,"Bracelet - ?","HAND",0,"S",10
"16461","T_JOL D",48,1,46,"Carbon - Element",100,"Carbon - ?","ELMENT",1,"S",10
"16471","T_JOL D",48,1,47,"Away - Gone",75,"Away - ?","",0,"S",10
"16481","T_JOL D",48,1,48,"Drink - Water",60,"Drink - ?","WATER",1,"S",10
"16491","T_JOL D",48,1,49,"Ground - Earth",0,"Ground - ?","",0,"S",10
"16501","T_JOL D",48,1,50,"Lonely - Alone",60,"Lonely - ?","",0,"S",10
"165113","T_JOL D",48,1,51,"Seatbelt - Safety",50,"Seatbelt - ?","SAFETY",1,"S",10
"16521","T_JOL D",48,1,52,"Lie - Truth",50,"Lie - ?","TRUTH",1,"S",10
"16531","T_JOL D",48,1,53,"Communication - Phone",60,"Communication - ?","",0,"S",10
"16541","T_JOL D",48,1,54,"Reel - Rod",10,"Reel - ?","",0,"S",10
"16551","T_JOL D",48,1,55,"Tick - Flea",10,"Tick - ?","",0,"S",10
"16561","T_JOL D",48,1,56,"Noise - Loud",100,"Noise - ?","LAUD",1,"S",10
"16571","T_JOL D",48,1,57,"Have - Own",60,"Have - ?","",0,"S",10
"16581","T_JOL D",48,1,58,"Temper - Tantrum",10,"Temper - ?","",0,"S",10
"16591","T_JOL D",48,1,59,"Tan - Sun",30,"Tan - ?","SUN",1,"S",10
